"keys","vals"
"detailed",3.82863049887055e-05
"details",0.000124430491213293
"detective",9.57157624717639e-06
"determination",1.91431524943528e-05
"determine",3.82863049887055e-05
"determined",3.82863049887055e-05
"detroit",4.78578812358819e-05
"devastating",9.57157624717639e-06
"develop",3.82863049887055e-05
"developed",1.91431524943528e-05
"developer",9.57157624717639e-06
"developers",0
"developing",5.74294574830583e-05
"development",0.000124430491213293
"developments",9.57157624717639e-06
"device",3.82863049887055e-05
"devices",5.74294574830583e-05
"devil",9.57157624717639e-06
"devils",9.57157624717639e-06
"devoted",9.57157624717639e-06
"dh",9.57157624717639e-06
"di",0
"diabetes",9.57157624717639e-06
"diagnosed",2.87147287415292e-05
"diagnosis",1.91431524943528e-05
"dialogue",9.57157624717639e-06
"diamond",1.91431524943528e-05
"diane",9.57157624717639e-06
"diaper",9.57157624717639e-06
"diapers",9.57157624717639e-06
"diary",1.91431524943528e-05
"diaz",9.57157624717639e-06
"dick",2.87147287415292e-05
"did",0.000727439794785405
"didnt",0.000296718863662468
"die",0.000134002067460469
"died",0.000153145219954822
"diego",9.57157624717639e-06
"dies",9.57157624717639e-06
"diet",5.74294574830583e-05
"difference",8.61441862245875e-05
"differences",9.57157624717639e-06
"different",0.000478578812358819
"differently",3.82863049887055e-05
"difficult",0.000201003101190704
"difficulties",9.57157624717639e-06
"difficulty",1.91431524943528e-05
"dig",2.87147287415292e-05
"digging",9.57157624717639e-06
"digital",0.000114858914966117
"diner",0
"diners",9.57157624717639e-06
"dining",3.82863049887055e-05
"dinner",0.000277575711168115
"dip",2.87147287415292e-05
"direct",8.61441862245875e-05
"directed",3.82863049887055e-05
"direction",8.61441862245875e-05
"directions",5.74294574830583e-05
"directly",6.70010337302347e-05
"director",0.00010528733871894
"directors",2.87147287415292e-05
"dirt",2.87147287415292e-05
"dirty",5.74294574830583e-05
"disability",0
"disabled",1.91431524943528e-05
"disagree",4.78578812358819e-05
"disappear",1.91431524943528e-05
"disappeared",1.91431524943528e-05
"disappointed",8.61441862245875e-05
"disappointing",1.91431524943528e-05
"disappointment",2.87147287415292e-05
"disaster",3.82863049887055e-05
"disc",9.57157624717639e-06
"disciples",0
"discipline",2.87147287415292e-05
"disclosure",1.91431524943528e-05
"discount",2.87147287415292e-05
"discounts",2.87147287415292e-05
"discover",1.91431524943528e-05
"discovered",8.61441862245875e-05
"discovering",9.57157624717639e-06
"discovery",3.82863049887055e-05
"discrimination",0
"discuss",4.78578812358819e-05
"discussed",4.78578812358819e-05
"discussing",3.82863049887055e-05
"discussion",8.61441862245875e-05
"discussions",3.82863049887055e-05
"disease",8.61441862245875e-05
"disgusting",9.57157624717639e-06
"dish",4.78578812358819e-05
"dishes",3.82863049887055e-05
"dislike",2.87147287415292e-05
"dismissed",0
"disney",7.65726099774111e-05
"disorder",9.57157624717639e-06
"display",6.70010337302347e-05
"displayed",9.57157624717639e-06
"displays",0
"dispute",0
"distance",6.70010337302347e-05
"distant",9.57157624717639e-06
"distinct",1.91431524943528e-05
"distinction",1.91431524943528e-05
"distinctive",0
"distracted",9.57157624717639e-06
"distress",1.91431524943528e-05
"distribution",3.82863049887055e-05
"district",0.00010528733871894
"districts",1.91431524943528e-05
"disturbing",2.87147287415292e-05
"dive",3.82863049887055e-05
"diverse",2.87147287415292e-05
"diversity",2.87147287415292e-05
"divide",2.87147287415292e-05
"divided",1.91431524943528e-05
"divine",1.91431524943528e-05
"diving",9.57157624717639e-06
"division",9.57157624717639e-06
"divorce",4.78578812358819e-05
"dj",3.82863049887055e-05
"dna",4.78578812358819e-05
"do",0.00120601860714422
"doc",9.57157624717639e-06
"doctor",5.74294574830583e-05
"doctors",4.78578812358819e-05
"document",3.82863049887055e-05
"documentary",2.87147287415292e-05
"documents",9.57157624717639e-06
"dodgers",9.57157624717639e-06
"doe",9.57157624717639e-06
"does",0.000421149354875761
"doesnt",0.000296718863662468
"dog",0.000172288372449175
"dogs",0.000124430491213293
"doing",0.000612580879819289
"doll",9.57157624717639e-06
"dollar",5.74294574830583e-05
"dollars",7.65726099774111e-05
"dolphins",9.57157624717639e-06
"domain",0
"domestic",2.87147287415292e-05
"dominant",9.57157624717639e-06
"dominated",9.57157624717639e-06
"don",4.78578812358819e-05
"donald",2.87147287415292e-05
"donate",4.78578812358819e-05
"donated",3.82863049887055e-05
"donation",2.87147287415292e-05
"donations",1.91431524943528e-05
"done",0.00055515142233623
"donna",0
"donors",9.57157624717639e-06
"dont",0.000622152456066465
"donuts",0
"door",0.000153145219954822
"doors",7.65726099774111e-05
"dope",0
"dose",3.82863049887055e-05
"dot",0
"double",0.000134002067460469
"doubled",9.57157624717639e-06
"doubles",0
"doubt",9.57157624717639e-05
"doubts",2.87147287415292e-05
"doug",9.57157624717639e-06
"dough",4.78578812358819e-05
"douglas",9.57157624717639e-06
"dow",9.57157624717639e-06
"down",0.00181859948696351
"download",3.82863049887055e-05
"downloaded",9.57157624717639e-06
"downs",9.57157624717639e-06
"downstairs",9.57157624717639e-06
"downtown",6.70010337302347e-05
"dozen",1.91431524943528e-05
"dozens",0
"dr",0.00010528733871894
"draft",6.70010337302347e-05
"drafted",9.57157624717639e-06
"drag",3.82863049887055e-05
"dragon",1.91431524943528e-05
"drain",9.57157624717639e-06
"drake",9.57157624717639e-06
"drama",7.65726099774111e-05
"dramatic",1.91431524943528e-05
"dramatically",9.57157624717639e-06
"drank",1.91431524943528e-05
"draw",8.61441862245875e-05
"drawing",5.74294574830583e-05
"drawn",3.82863049887055e-05
"draws",9.57157624717639e-06
"dream",0.00010528733871894
"dreamed",0
"dreaming",2.87147287415292e-05
"dreams",0.000143573643707646
"dress",0.000143573643707646
"dressed",1.91431524943528e-05
"dresses",2.87147287415292e-05
"dressing",1.91431524943528e-05
"drew",5.74294574830583e-05
"dried",0
"drill",9.57157624717639e-06
"drink",0.000181859948696351
"drinking",0.000134002067460469
"drinks",0.00010528733871894
"drive",0.00023928940617941
"driven",2.87147287415292e-05
"driver",9.57157624717639e-05
"drivers",4.78578812358819e-05
"drives",3.82863049887055e-05
"driveway",1.91431524943528e-05
"driving",0.000191431524943528
"drop",0.000124430491213293
"dropped",0.00010528733871894
"dropping",9.57157624717639e-06
"drops",1.91431524943528e-05
"drove",5.74294574830583e-05
"drug",8.61441862245875e-05
"drugs",0.000114858914966117
"drum",1.91431524943528e-05
"drummer",1.91431524943528e-05
"drums",1.91431524943528e-05
"drunk",5.74294574830583e-05
"dry",0.000114858914966117
"dt",0
"du",1.91431524943528e-05
"duck",1.91431524943528e-05
"ducks",9.57157624717639e-06
"dude",9.57157624717639e-06
"dudes",0
"due",0.000124430491213293
"duh",0
"duke",1.91431524943528e-05
"dumb",3.82863049887055e-05
"dump",1.91431524943528e-05
"dumped",1.91431524943528e-05
"duncan",9.57157624717639e-06
"dunk",0
"duo",2.87147287415292e-05
"during",0.000564722998583407
"dust",3.82863049887055e-05
"dutch",1.91431524943528e-05
"duties",9.57157624717639e-06
"duty",3.82863049887055e-05
"dvd",4.78578812358819e-05
"dwight",0
"dying",0.000124430491213293
"dylan",9.57157624717639e-06
"dynamic",4.78578812358819e-05
"e",6.70010337302347e-05
"each",0.000516865117347525
"eager",3.82863049887055e-05
"eagle",0
"eagles",9.57157624717639e-06
"ear",7.65726099774111e-05
"earlier",0.000201003101190704
"earliest",9.57157624717639e-06
"early",0.000373291473639879
"earn",3.82863049887055e-05
"earned",4.78578812358819e-05
"earning",9.57157624717639e-06
"earnings",0
"earrings",0
"ears",7.65726099774111e-05
"earth",7.65726099774111e-05
"earthquake",1.91431524943528e-05
"ease",3.82863049887055e-05
"easier",0.000162716796201999
"easiest",9.57157624717639e-06
"easily",0.000162716796201999
"east",0.000134002067460469
"easter",6.70010337302347e-05
"eastern",4.78578812358819e-05
"easy",0.000248860982426586
"eat",0.000143573643707646
"eaten",2.87147287415292e-05
"eating",0.000201003101190704
"eats",1.91431524943528e-05
"ebay",1.91431524943528e-05
"ebook",1.91431524943528e-05
"ebooks",1.91431524943528e-05
"economic",6.70010337302347e-05
"economics",9.57157624717639e-06
"economist",1.91431524943528e-05
"economists",0
"economy",9.57157624717639e-05
"ed",4.78578812358819e-05
"eddie",9.57157624717639e-06
"edge",4.78578812358819e-05
"edges",9.57157624717639e-06
"edit",1.91431524943528e-05
"edited",0
"editing",2.87147287415292e-05
"edition",2.87147287415292e-05
"editor",1.91431524943528e-05
"editorial",1.91431524943528e-05
"editors",0
"educate",9.57157624717639e-06
"educated",9.57157624717639e-06
"education",0.000229717829932233
"educational",5.74294574830583e-05
"educators",0
"edward",1.91431524943528e-05
"edwards",0
"effect",9.57157624717639e-05
"effective",0.000143573643707646
"effectively",1.91431524943528e-05
"effects",3.82863049887055e-05
"efficiency",2.87147287415292e-05
"efficient",3.82863049887055e-05
"effort",0.00010528733871894
"efforts",8.61441862245875e-05
"eg",0
"egg",9.57157624717639e-05
"eggs",7.65726099774111e-05
"ego",2.87147287415292e-05
"egypt",2.87147287415292e-05
"eh",0
"eight",7.65726099774111e-05
"eighth",1.91431524943528e-05
"either",0.000440292507370114
"el",5.74294574830583e-05
"elaborate",2.87147287415292e-05
"elbow",1.91431524943528e-05
"elderly",2.87147287415292e-05
"elected",2.87147287415292e-05
"election",0.00010528733871894
"elections",3.82863049887055e-05
"electric",2.87147287415292e-05
"electrical",9.57157624717639e-06
"electricity",2.87147287415292e-05
"electronic",2.87147287415292e-05
"electronics",9.57157624717639e-06
"elegant",2.87147287415292e-05
"element",2.87147287415292e-05
"elementary",1.91431524943528e-05
"elements",4.78578812358819e-05
"elephant",2.87147287415292e-05
"elevator",1.91431524943528e-05
"eleven",0
"eli",0
"eligible",1.91431524943528e-05
"eliminate",2.87147287415292e-05
"eliminated",9.57157624717639e-06
"eliminating",0
"elite",1.91431524943528e-05
"elizabeth",1.91431524943528e-05
"ellen",9.57157624717639e-06
"ellis",9.57157624717639e-06
"else",0.00023928940617941
"elses",2.87147287415292e-05
"elsewhere",1.91431524943528e-05
"em",1.91431524943528e-05
"email",0.000153145219954822
"emailed",9.57157624717639e-06
"emails",4.78578812358819e-05
"embarrassed",0
"embarrassing",1.91431524943528e-05
"embassy",9.57157624717639e-06
"embrace",3.82863049887055e-05
"emerge",1.91431524943528e-05
"emerged",9.57157624717639e-06
"emergency",3.82863049887055e-05
"emerging",9.57157624717639e-06
"emily",9.57157624717639e-06
"emma",9.57157624717639e-06
"emotion",2.87147287415292e-05
"emotional",5.74294574830583e-05
"emotionally",0
"emotions",7.65726099774111e-05
"emphasis",1.91431524943528e-05
"empire",9.57157624717639e-06
"employed",9.57157624717639e-06
"employee",1.91431524943528e-05
"employees",5.74294574830583e-05
"employer",3.82863049887055e-05
"employers",0
"employment",9.57157624717639e-06
"empty",0.000124430491213293
"en",0
"enable",2.87147287415292e-05
"encounter",2.87147287415292e-05
"encourage",6.70010337302347e-05
"encouraged",3.82863049887055e-05
"encouragement",1.91431524943528e-05
"encouraging",5.74294574830583e-05
"end",0.000373291473639879
"endangered",9.57157624717639e-06
"ended",0.000114858914966117
"ending",6.70010337302347e-05
"endless",1.91431524943528e-05
"endorsed",9.57157624717639e-06
"endorsement",1.91431524943528e-05
"ends",9.57157624717639e-05
"enemies",3.82863049887055e-05
"enemy",5.74294574830583e-05
"energy",0.000172288372449175
"enforcement",9.57157624717639e-06
"engage",3.82863049887055e-05
"engaged",5.74294574830583e-05
"engagement",1.91431524943528e-05
"engaging",5.74294574830583e-05
"engine",3.82863049887055e-05
"engineer",1.91431524943528e-05
"engineering",1.91431524943528e-05
"engineers",9.57157624717639e-06
"engines",0
"england",7.65726099774111e-05
"english",0.000114858914966117
"enhance",9.57157624717639e-06
"enjoy",0.000258432558673762
"enjoyable",3.82863049887055e-05
"enjoyed",0.00010528733871894
"enjoying",9.57157624717639e-05
"enjoys",0
"enormous",9.57157624717639e-06
"enough",0.000708296642291052
"enrollment",0
"ensemble",9.57157624717639e-06
"ensure",1.91431524943528e-05
"enter",5.74294574830583e-05
"entered",8.61441862245875e-05
"entering",2.87147287415292e-05
"enterprise",2.87147287415292e-05
"entertaining",5.74294574830583e-05
"entertainment",7.65726099774111e-05
"enthusiasm",3.82863049887055e-05
"entire",7.65726099774111e-05
"entirely",4.78578812358819e-05
"entitled",1.91431524943528e-05
"entrance",2.87147287415292e-05
"entrepreneur",1.91431524943528e-05
"entrepreneurs",9.57157624717639e-06
"entries",2.87147287415292e-05
"entry",3.82863049887055e-05
"environment",8.61441862245875e-05
"environmental",4.78578812358819e-05
"ep",0
"epic",3.82863049887055e-05
"episode",0.000124430491213293
"episodes",2.87147287415292e-05
"equal",5.74294574830583e-05
"equality",3.82863049887055e-05
"equally",2.87147287415292e-05
"equipment",2.87147287415292e-05
"equipped",1.91431524943528e-05
"equity",1.91431524943528e-05
"equivalent",1.91431524943528e-05
"er",1.91431524943528e-05
"era",4.78578812358819e-05
"eric",4.78578812358819e-05
"error",3.82863049887055e-05
"errors",0
"ers",1.91431524943528e-05
"escape",1.91431524943528e-05
"escaped",9.57157624717639e-06
"esp",0
"especially",0.000248860982426586
"espn",2.87147287415292e-05
"espresso",2.87147287415292e-05
"essay",9.57157624717639e-06
"essence",1.91431524943528e-05
"essential",4.78578812358819e-05
"essentially",9.57157624717639e-06
"essex",0
"est",9.57157624717639e-06
"establish",9.57157624717639e-06
"established",3.82863049887055e-05
"establishment",1.91431524943528e-05
"estate",2.87147287415292e-05
"estimate",1.91431524943528e-05
"estimated",3.82863049887055e-05
"estimates",0
"et",9.57157624717639e-06
"etc",0
"eternal",9.57157624717639e-06
"ethical",1.91431524943528e-05
"ethics",2.87147287415292e-05
"ethnic",2.87147287415292e-05
"etsy",1.91431524943528e-05
"eu",9.57157624717639e-06
"eugene",0
"euro",1.91431524943528e-05
"europe",5.74294574830583e-05
"european",3.82863049887055e-05
"evaluate",9.57157624717639e-06
"evaluation",1.91431524943528e-05
"evans",2.87147287415292e-05
"eve",3.82863049887055e-05
"even",0.00134959225085187
"evening",0.000172288372449175
"evenings",0
"event",0.000153145219954822
"events",0.000181859948696351
"eventually",6.70010337302347e-05
"ever",0.000641295608560818
"every",0.000976300777211991
"everybody",0.000172288372449175
"everyday",2.87147287415292e-05
"everyone",0.00055515142233623
"everyones",5.74294574830583e-05
"everything",0.000641295608560818
"everytime",0
"everywhere",7.65726099774111e-05
"evidence",0.000114858914966117
"evil",6.70010337302347e-05
"evolution",1.91431524943528e-05
"evolved",0
"ex",1.91431524943528e-05
"exact",4.78578812358819e-05
"exactly",0.000258432558673762
"exam",9.57157624717639e-06
"examine",0
"example",9.57157624717639e-05
"examples",0
"exams",9.57157624717639e-06
"excellence",1.91431524943528e-05
"excellent",9.57157624717639e-05
"except",9.57157624717639e-05
"exception",5.74294574830583e-05
"exceptional",2.87147287415292e-05
"excess",1.91431524943528e-05
"exchange",6.70010337302347e-05
"excited",0.00023928940617941
"excitement",4.78578812358819e-05
"exciting",0.000143573643707646
"exclusive",3.82863049887055e-05
"excuse",7.65726099774111e-05
"excuses",3.82863049887055e-05
"executed",1.91431524943528e-05
"execution",9.57157624717639e-06
"executive",4.78578812358819e-05
"executives",0
"exercise",7.65726099774111e-05
"exercises",9.57157624717639e-06
"exhausted",0
"exhibit",4.78578812358819e-05
"exhibition",9.57157624717639e-06
"exhibits",9.57157624717639e-06
"exist",8.61441862245875e-05
"existed",0
"existence",3.82863049887055e-05
"existing",3.82863049887055e-05
"exists",2.87147287415292e-05
"exit",3.82863049887055e-05
"exotic",0
"expand",3.82863049887055e-05
"expanded",1.91431524943528e-05
"expanding",3.82863049887055e-05
"expansion",9.57157624717639e-06
"expect",0.000181859948696351
"expectation",9.57157624717639e-06
"expectations",8.61441862245875e-05
"expected",0.000124430491213293
"expecting",0.00010528733871894
"expects",9.57157624717639e-06
"expense",9.57157624717639e-06
"expenses",0
"expensive",0.000153145219954822
"experience",0.000421149354875761
"experienced",5.74294574830583e-05
"experiences",5.74294574830583e-05
"experiencing",4.78578812358819e-05
"experiment",1.91431524943528e-05
"expert",2.87147287415292e-05
"expertise",9.57157624717639e-06
"experts",9.57157624717639e-06
"explain",8.61441862245875e-05
"explained",2.87147287415292e-05
"explaining",9.57157624717639e-06
"explains",1.91431524943528e-05
"explanation",3.82863049887055e-05
"exploration",0
"explore",2.87147287415292e-05
"exploring",2.87147287415292e-05
"explosion",9.57157624717639e-06
"expo",9.57157624717639e-06
"exposed",9.57157624717639e-06
"exposure",2.87147287415292e-05
"express",2.87147287415292e-05
"expressed",9.57157624717639e-06
"expression",3.82863049887055e-05
"extend",4.78578812358819e-05
"extended",4.78578812358819e-05
"extension",9.57157624717639e-06
"extensive",1.91431524943528e-05
"extent",3.82863049887055e-05
"extra",0.000181859948696351
"extraordinary",3.82863049887055e-05
"extreme",8.61441862245875e-05
"extremely",0.000124430491213293
"eye",0.000153145219954822
"eyes",0.000124430491213293
"f",5.74294574830583e-05
"fa",9.57157624717639e-06
"fab",9.57157624717639e-06
"fabric",9.57157624717639e-06
"fabulous",4.78578812358819e-05
"face",0.000258432558673762
"facebook",0.000229717829932233
"faced",9.57157624717639e-06
"faces",7.65726099774111e-05
"facial",2.87147287415292e-05
"facilities",0
"facility",9.57157624717639e-06
"facing",5.74294574830583e-05
"fact",8.61441862245875e-05
"factor",5.74294574830583e-05
"factors",1.91431524943528e-05
"factory",1.91431524943528e-05
"facts",3.82863049887055e-05
"faculty",2.87147287415292e-05
"fail",7.65726099774111e-05
"failed",0.000114858914966117
"failing",5.74294574830583e-05
"fails",1.91431524943528e-05
"failure",5.74294574830583e-05
"failures",0
"fair",0.000181859948696351
"fairly",4.78578812358819e-05
"fairy",9.57157624717639e-06
"faith",0.000134002067460469
"faithful",1.91431524943528e-05
"fake",6.70010337302347e-05
"fall",0.000325433592403997
"fallen",4.78578812358819e-05
"falling",0.00010528733871894
"falls",6.70010337302347e-05
"false",6.70010337302347e-05
"fam",0
"fame",2.87147287415292e-05
"familiar",7.65726099774111e-05
"families",0.00010528733871894
"family",0.00044986408361729
"familys",9.57157624717639e-06
"famous",0.000114858914966117
"fan",0.000143573643707646
"fancy",5.74294574830583e-05
"fans",0.000220146253685057
"fantastic",9.57157624717639e-05
"fantasy",2.87147287415292e-05
"far",0.000248860982426586
"fare",0
"farm",3.82863049887055e-05
"farmer",9.57157624717639e-06
"farmers",2.87147287415292e-05
"farms",9.57157624717639e-06
"farther",2.87147287415292e-05
"fascinating",5.74294574830583e-05
"fashion",8.61441862245875e-05
"fast",0.000201003101190704
"faster",8.61441862245875e-05
"fastest",9.57157624717639e-06
"fat",0.000134002067460469
"fatal",9.57157624717639e-06
"fate",1.91431524943528e-05
"father",6.70010337302347e-05
"fathers",1.91431524943528e-05
"fault",6.70010337302347e-05
"fave",0
"favor",6.70010337302347e-05
"favorite",0.000172288372449175
"favorites",2.87147287415292e-05
"fb",0
"fbi",9.57157624717639e-06
"fda",9.57157624717639e-06
"fear",0.000172288372449175
"feared",0
"fears",3.82863049887055e-05
"feast",1.91431524943528e-05
"feat",9.57157624717639e-06
"feature",7.65726099774111e-05
"featured",6.70010337302347e-05
"features",2.87147287415292e-05
"featuring",1.91431524943528e-05
"feb",2.87147287415292e-05
"february",7.65726099774111e-05
"fed",4.78578812358819e-05
"federal",6.70010337302347e-05
"federation",9.57157624717639e-06
"fee",3.82863049887055e-05
"feed",7.65726099774111e-05
"feedback",6.70010337302347e-05
"feeding",1.91431524943528e-05
"feel",0.000488150388605996
"feeling",0.000268004134920939
"feelings",0.00010528733871894
"feels",7.65726099774111e-05
"fees",9.57157624717639e-06
"feet",0.000153145219954822
"fell",9.57157624717639e-05
"fellow",0.00010528733871894
"felony",9.57157624717639e-06
"felt",0.00021057467743788
"female",7.65726099774111e-05
"females",9.57157624717639e-06
"fence",1.91431524943528e-05
"ferry",9.57157624717639e-06
"fest",1.91431524943528e-05
"festival",6.70010337302347e-05
"festivals",9.57157624717639e-06
"fever",2.87147287415292e-05
"few",0.000162716796201999
"fewer",5.74294574830583e-05
"fiber",1.91431524943528e-05
"fiction",6.70010337302347e-05
"field",0.000191431524943528
"fielder",9.57157624717639e-06
"fields",2.87147287415292e-05
"fiesta",9.57157624717639e-06
"fifteen",0
"fifth",3.82863049887055e-05
"fifty",0
"fight",0.00021057467743788
"fighter",2.87147287415292e-05
"fighting",0.000143573643707646
"fights",9.57157624717639e-06
"figure",0.000172288372449175
"figured",5.74294574830583e-05
"figures",0
"figuring",1.91431524943528e-05
"file",3.82863049887055e-05
"filed",2.87147287415292e-05
"files",9.57157624717639e-06
"filing",9.57157624717639e-06
"fill",0.00010528733871894
"filled",8.61441862245875e-05
"filling",5.74294574830583e-05
"film",0.00023928940617941
"filmed",2.87147287415292e-05
"filming",1.91431524943528e-05
"films",4.78578812358819e-05
"final",0.000181859948696351
"finale",1.91431524943528e-05
"finally",0.000248860982426586
"finals",1.91431524943528e-05
"finance",1.91431524943528e-05
"finances",2.87147287415292e-05
"financial",9.57157624717639e-05
"financially",0
"financing",0
"find",0.000478578812358819
"finding",0.000181859948696351
"findings",1.91431524943528e-05
"finds",5.74294574830583e-05
"fine",0.00023928940617941
"fines",0
"finest",2.87147287415292e-05
"finger",4.78578812358819e-05
"fingers",4.78578812358819e-05
"finish",0.000124430491213293
"finished",0.000191431524943528
"finishes",0
"finishing",6.70010337302347e-05
"fire",0.000201003101190704
"fired",6.70010337302347e-05
"firefighters",9.57157624717639e-06
"fires",1.91431524943528e-05
"fireworks",1.91431524943528e-05
"firing",0
"firm",6.70010337302347e-05
"firmly",0
"firms",1.91431524943528e-05
"first",0.000737011371032582
"firstround",0
"fiscal",2.87147287415292e-05
"fish",9.57157624717639e-05
"fisher",0
"fishing",2.87147287415292e-05
"fit",0.00021057467743788
"fitness",4.78578812358819e-05
"fits",2.87147287415292e-05
"fitting",2.87147287415292e-05
"fitzgerald",0
"five",0.000315862016156821
"fix",7.65726099774111e-05
"fixed",9.57157624717639e-05
"fixing",9.57157624717639e-06
"fl",9.57157624717639e-06
"fla",0
"flag",4.78578812358819e-05
"flags",3.82863049887055e-05
"flames",1.91431524943528e-05
"flash",2.87147287415292e-05
"flat",5.74294574830583e-05
"flavor",5.74294574830583e-05
"flavors",0
"flaws",9.57157624717639e-06
"fled",9.57157624717639e-06
"fleet",9.57157624717639e-06
"flesh",9.57157624717639e-06
"flew",3.82863049887055e-05
"flexibility",9.57157624717639e-06
"flexible",1.91431524943528e-05
"flies",9.57157624717639e-06
"flight",8.61441862245875e-05
"flights",9.57157624717639e-06
"flip",2.87147287415292e-05
"flipping",9.57157624717639e-06
"float",9.57157624717639e-06
"floating",9.57157624717639e-06
"flood",2.87147287415292e-05
"flooding",9.57157624717639e-06
"floor",0.000114858914966117
"floors",9.57157624717639e-06
"florence",2.87147287415292e-05
"florida",8.61441862245875e-05
"flour",9.57157624717639e-06
"flow",3.82863049887055e-05
"flower",3.82863049887055e-05
"flowers",3.82863049887055e-05
"flowing",9.57157624717639e-06
"floyd",9.57157624717639e-06
"flu",2.87147287415292e-05
"fluffy",1.91431524943528e-05
"fluid",0
"fly",7.65726099774111e-05
"flyers",9.57157624717639e-06
"flying",7.65726099774111e-05
"fm",0
"foam",0
"focus",0.000162716796201999
"focused",9.57157624717639e-05
"focuses",1.91431524943528e-05
"focusing",3.82863049887055e-05
"foil",3.82863049887055e-05
"fold",2.87147287415292e-05
"folk",9.57157624717639e-06
"folks",0.000143573643707646
"follow",0.000258432558673762
"followed",0.000114858914966117
"follower",9.57157624717639e-06
"followers",4.78578812358819e-05
"following",0.000172288372449175
"follows",1.91431524943528e-05
"food",0.000564722998583407
"foods",0.00010528733871894
"fool",1.91431524943528e-05
"foolish",0
"fools",1.91431524943528e-05
"foot",0.00010528733871894
"footage",1.91431524943528e-05
"football",0.000143573643707646
"for",0.0169608331099966
"force",0.000114858914966117
"forced",5.74294574830583e-05
"forces",7.65726099774111e-05
"forcing",1.91431524943528e-05
"ford",2.87147287415292e-05
"forecast",1.91431524943528e-05
"foreclosure",0
"foreign",5.74294574830583e-05
"forest",3.82863049887055e-05
"forever",0.000143573643707646
"forget",0.000114858914966117
"forgetting",9.57157624717639e-06
"forgive",4.78578812358819e-05
"forgiveness",1.91431524943528e-05
"forgot",3.82863049887055e-05
"forgotten",8.61441862245875e-05
"fork",1.91431524943528e-05
"form",0.000162716796201999
"formal",1.91431524943528e-05
"format",1.91431524943528e-05
"formed",3.82863049887055e-05
"former",0.000153145219954822
"formerly",0
"forms",4.78578812358819e-05
"formula",9.57157624717639e-06
"fort",4.78578812358819e-05
"forth",3.82863049887055e-05
"fortunate",3.82863049887055e-05
"fortunately",0
"fortune",4.78578812358819e-05
"forum",3.82863049887055e-05
"forward",0.000191431524943528
"foster",1.91431524943528e-05
"fought",5.74294574830583e-05
"foul",9.57157624717639e-06
"found",0.000392434626134232
"foundation",2.87147287415292e-05
"foundations",0
"founded",1.91431524943528e-05
"founder",9.57157624717639e-06
"founding",1.91431524943528e-05
"fountain",2.87147287415292e-05
"four",0.000296718863662468
"fourth",3.82863049887055e-05
"fouryear",9.57157624717639e-06
"fox",7.65726099774111e-05
"frame",4.78578812358819e-05
"france",5.74294574830583e-05
"franchise",9.57157624717639e-06
"francis",9.57157624717639e-06
"francisco",9.57157624717639e-06
"frank",9.57157624717639e-06
"franklin",3.82863049887055e-05
"frankly",2.87147287415292e-05
"fraud",9.57157624717639e-06
"freak",1.91431524943528e-05
"freaking",0
"fred",9.57157624717639e-06
"free",0.000459435659864466
"freedom",9.57157624717639e-05
"freelance",9.57157624717639e-06
"freely",0
"freeze",9.57157624717639e-06
"freezer",1.91431524943528e-05
"freezing",1.91431524943528e-05
"french",0.000124430491213293
"frequent",1.91431524943528e-05
"frequently",3.82863049887055e-05
"fresh",0.000172288372449175
"freshly",9.57157624717639e-06
"freshman",3.82863049887055e-05
"fri",0
"friday",0.000335005168651173
"fridays",1.91431524943528e-05
"fridge",1.91431524943528e-05
"fried",3.82863049887055e-05
"friend",0.00021057467743788
"friendly",5.74294574830583e-05
"friends",0.000545579846089054
"friendship",4.78578812358819e-05
"fries",3.82863049887055e-05
"fringe",1.91431524943528e-05
"from",0.00657567288181018
"front",0.00010528733871894
"frosting",9.57157624717639e-06
"frozen",2.87147287415292e-05
"fruit",8.61441862245875e-05
"fruits",5.74294574830583e-05
"frustrated",2.87147287415292e-05
"frustrating",5.74294574830583e-05
"frustration",2.87147287415292e-05
"fry",1.91431524943528e-05
"ft",9.57157624717639e-06
"fudge",0
"fuel",7.65726099774111e-05
"fulfill",9.57157624717639e-06
"full",0.000411577778628585
"fulltime",1.91431524943528e-05
"fully",0.00010528733871894
"fun",0.000411577778628585
"function",1.91431524943528e-05
"functions",0
"fund",6.70010337302347e-05
"fundamental",1.91431524943528e-05
"funded",2.87147287415292e-05
"funding",7.65726099774111e-05
"fundraiser",9.57157624717639e-06
"fundraising",1.91431524943528e-05
"funds",7.65726099774111e-05
"funeral",1.91431524943528e-05
"funk",9.57157624717639e-06
"funniest",9.57157624717639e-06
"funny",0.000162716796201999
"furious",1.91431524943528e-05
"furniture",3.82863049887055e-05
"further",0.000134002067460469
"future",0.000220146253685057
"g",8.61441862245875e-05
"ga",1.91431524943528e-05
"gaga",9.57157624717639e-06
"gain",6.70010337302347e-05
"gained",4.78578812358819e-05
"gaining",9.57157624717639e-06
"gains",0
"gala",9.57157624717639e-06
"galaxy",1.91431524943528e-05
"galleries",2.87147287415292e-05
"gallery",5.74294574830583e-05
"gallon",2.87147287415292e-05
"gallons",9.57157624717639e-06
"gambling",0
"game",0.000641295608560818
"games",0.000392434626134232
"gaming",1.91431524943528e-05
"gang",1.91431524943528e-05
"gap",9.57157624717639e-06
"gaps",0
"garage",4.78578812358819e-05
