"keys","vals"
"amanda",9.57157624717639e-06
"amateur",1.91431524943528e-05
"amazed",4.78578812358819e-05
"amazing",0.000248860982426586
"amazingly",1.91431524943528e-05
"amazon",6.70010337302347e-05
"ambassador",9.57157624717639e-06
"amber",1.91431524943528e-05
"ambitious",2.87147287415292e-05
"ambulance",1.91431524943528e-05
"amen",2.87147287415292e-05
"amendment",5.74294574830583e-05
"america",0.000162716796201999
"american",0.000268004134920939
"americans",0.000124430491213293
"americas",7.65726099774111e-05
"amid",0
"among",7.65726099774111e-05
"amongst",0
"amount",0.000143573643707646
"amounts",0
"amy",9.57157624717639e-06
"an",0.00273747080669245
"ana",0
"analysis",2.87147287415292e-05
"analyst",9.57157624717639e-06
"analysts",0
"anchor",1.91431524943528e-05
"ancient",4.78578812358819e-05
"and",0.0385925954286152
"anderson",0
"andor",0
"andre",0
"andrea",0
"andrew",1.91431524943528e-05
"android",5.74294574830583e-05
"andy",9.57157624717639e-06
"angel",9.57157624717639e-06
"angela",0
"angeles",9.57157624717639e-06
"angels",3.82863049887055e-05
"anger",5.74294574830583e-05
"angle",2.87147287415292e-05
"angry",0.00010528733871894
"animal",9.57157624717639e-05
"animals",7.65726099774111e-05
"animated",9.57157624717639e-06
"ankle",2.87147287415292e-05
"ann",2.87147287415292e-05
"anna",9.57157624717639e-06
"anne",3.82863049887055e-05
"annie",0
"anniversary",4.78578812358819e-05
"announce",4.78578812358819e-05
"announced",7.65726099774111e-05
"announcement",1.91431524943528e-05
"announces",0
"announcing",9.57157624717639e-06
"annoyed",0
"annoying",4.78578812358819e-05
"annual",0.000114858914966117
"annually",0
"anonymous",3.82863049887055e-05
"another",0.000842298709751522
"answer",0.000220146253685057
"answered",4.78578812358819e-05
"answering",9.57157624717639e-06
"answers",7.65726099774111e-05
"anthem",1.91431524943528e-05
"anthony",5.74294574830583e-05
"anticipated",1.91431524943528e-05
"anticipation",1.91431524943528e-05
"antique",9.57157624717639e-06
"antonio",9.57157624717639e-06
"anxiety",2.87147287415292e-05
"anxious",1.91431524943528e-05
"any",0.00111987442091964
"anybody",8.61441862245875e-05
"anymore",5.74294574830583e-05
"anyone",0.000440292507370114
"anything",0.000679581913549523
"anytime",9.57157624717639e-06
"anyway",7.65726099774111e-05
"anywhere",6.70010337302347e-05
"ap",2.87147287415292e-05
"apart",0.00010528733871894
"apartment",5.74294574830583e-05
"apartments",1.91431524943528e-05
"apologies",9.57157624717639e-06
"apologize",1.91431524943528e-05
"apology",2.87147287415292e-05
"app",8.61441862245875e-05
"apparent",3.82863049887055e-05
"apparently",7.65726099774111e-05
"appeal",4.78578812358819e-05
"appealing",1.91431524943528e-05
"appeals",0
"appear",6.70010337302347e-05
"appearance",1.91431524943528e-05
"appearances",0
"appeared",3.82863049887055e-05
"appearing",0
"appears",3.82863049887055e-05
"applause",9.57157624717639e-06
"apple",0.00010528733871894
"apples",3.82863049887055e-05
"application",3.82863049887055e-05
"applications",1.91431524943528e-05
"applied",3.82863049887055e-05
"applies",3.82863049887055e-05
"apply",7.65726099774111e-05
"applying",1.91431524943528e-05
"appointed",1.91431524943528e-05
"appointment",1.91431524943528e-05
"appointments",0
"appreciate",0.000124430491213293
"appreciated",2.87147287415292e-05
"appreciation",2.87147287415292e-05
"approach",7.65726099774111e-05
"approached",0
"approaches",0
"approaching",2.87147287415292e-05
"appropriate",9.57157624717639e-05
"approval",1.91431524943528e-05
"approve",2.87147287415292e-05
"approved",2.87147287415292e-05
"approximately",1.91431524943528e-05
"apps",2.87147287415292e-05
"april",0.000287147287415292
"apt",0
"arab",1.91431524943528e-05
"arc",0
"architect",1.91431524943528e-05
"architects",9.57157624717639e-06
"architecture",3.82863049887055e-05
"archives",9.57157624717639e-06
"are",0.00528351008844136
"area",0.000258432558673762
"areas",9.57157624717639e-05
"arena",1.91431524943528e-05
"arent",0.000172288372449175
"argue",9.57157624717639e-05
"arguing",1.91431524943528e-05
"argument",4.78578812358819e-05
"arguments",9.57157624717639e-06
"arizona",5.74294574830583e-05
"arizonas",0
"arkansas",0
"arm",8.61441862245875e-05
"armed",4.78578812358819e-05
"arms",9.57157624717639e-05
"army",4.78578812358819e-05
"arnold",0
"around",0.00116773230215552
"arranged",1.91431524943528e-05
"arrangement",9.57157624717639e-06
"arrangements",9.57157624717639e-06
"array",1.91431524943528e-05
"arrest",5.74294574830583e-05
"arrested",6.70010337302347e-05
"arrests",9.57157624717639e-06
"arrival",2.87147287415292e-05
"arrive",5.74294574830583e-05
"arrived",7.65726099774111e-05
"arrives",9.57157624717639e-06
"arriving",9.57157624717639e-06
"arsenal",3.82863049887055e-05
"art",0.000248860982426586
"arthur",9.57157624717639e-06
"article",8.61441862245875e-05
"articles",3.82863049887055e-05
"artist",3.82863049887055e-05
"artistic",1.91431524943528e-05
"artists",0.000114858914966117
"arts",0.000114858914966117
"artwork",1.91431524943528e-05
"as",0.00653738657682147
"ash",9.57157624717639e-06
"ashamed",1.91431524943528e-05
"ashley",9.57157624717639e-06
"asia",4.78578812358819e-05
"asian",5.74294574830583e-05
"aside",3.82863049887055e-05
"ask",0.000268004134920939
"asked",0.000306290439909644
"asking",0.00021057467743788
"asks",4.78578812358819e-05
"asleep",8.61441862245875e-05
"asparagus",9.57157624717639e-06
"aspect",3.82863049887055e-05
"aspects",1.91431524943528e-05
"ass",3.82863049887055e-05
"assault",3.82863049887055e-05
"assembled",9.57157624717639e-06
"assembly",1.91431524943528e-05
"assess",9.57157624717639e-06
"assessment",2.87147287415292e-05
"asset",9.57157624717639e-06
"assets",0
"assigned",0
"assignment",9.57157624717639e-06
"assist",3.82863049887055e-05
"assistance",3.82863049887055e-05
"assistant",6.70010337302347e-05
"assists",9.57157624717639e-06
"associate",9.57157624717639e-06
"associated",9.57157624717639e-06
"associates",1.91431524943528e-05
"association",5.74294574830583e-05
"associations",0
"assume",4.78578812358819e-05
"assumed",9.57157624717639e-06
"assuming",0
"assured",9.57157624717639e-06
"at",0.00980129407710862
"ate",4.78578812358819e-05
"athlete",9.57157624717639e-06
"athletes",1.91431524943528e-05
"athletic",2.87147287415292e-05
"athletics",9.57157624717639e-06
"atl",0
"atlanta",3.82863049887055e-05
"atlantic",3.82863049887055e-05
"atmosphere",1.91431524943528e-05
"atop",0
"att",0
"attached",1.91431524943528e-05
"attack",6.70010337302347e-05
"attacked",1.91431524943528e-05
"attacking",0
"attacks",2.87147287415292e-05
"attempt",7.65726099774111e-05
"attempted",1.91431524943528e-05
"attempting",9.57157624717639e-06
"attempts",9.57157624717639e-06
"attend",6.70010337302347e-05
"attendance",1.91431524943528e-05
"attended",3.82863049887055e-05
"attendees",9.57157624717639e-06
"attending",7.65726099774111e-05
"attention",0.000201003101190704
"attitude",9.57157624717639e-05
"attitudes",9.57157624717639e-06
"attorney",3.82863049887055e-05
"attorneys",1.91431524943528e-05
"attract",9.57157624717639e-06
"attracted",1.91431524943528e-05
"attraction",2.87147287415292e-05
"attractive",3.82863049887055e-05
"auction",3.82863049887055e-05
"audience",7.65726099774111e-05
"audiences",0
"audio",3.82863049887055e-05
"audit",9.57157624717639e-06
"audition",1.91431524943528e-05
"aug",0
"august",0.00010528733871894
"aunt",2.87147287415292e-05
"austin",5.74294574830583e-05
"australia",5.74294574830583e-05
"australian",1.91431524943528e-05
"authentic",1.91431524943528e-05
"author",5.74294574830583e-05
"authorities",0
"authority",3.82863049887055e-05
"authorized",9.57157624717639e-06
"authors",3.82863049887055e-05
"autism",5.74294574830583e-05
"auto",1.91431524943528e-05
"automatic",1.91431524943528e-05
"automatically",1.91431524943528e-05
"autumn",0
"av",0
"available",0.000258432558673762
"ave",9.57157624717639e-06
"avengers",9.57157624717639e-06
"avenue",4.78578812358819e-05
"average",0.00010528733871894
"averaged",0
"averaging",0
"avery",0
"aviation",0
"avocado",1.91431524943528e-05
"avoid",6.70010337302347e-05
"avoided",1.91431524943528e-05
"avoiding",2.87147287415292e-05
"aw",0
"awaiting",9.57157624717639e-06
"awake",7.65726099774111e-05
"award",8.61441862245875e-05
"awarded",2.87147287415292e-05
"awards",5.74294574830583e-05
"aware",9.57157624717639e-05
"awareness",3.82863049887055e-05
"away",0.000966729200964815
"awe",9.57157624717639e-06
"awesome",0.000124430491213293
"awesomeness",9.57157624717639e-06
"awful",4.78578812358819e-05
"awhile",4.78578812358819e-05
"awkward",3.82863049887055e-05
"aww",0
"awww",0
"az",0
"b",0.000134002067460469
"babe",9.57157624717639e-06
"babies",4.78578812358819e-05
"baby",0.000220146253685057
"back",0.00159845323327846
"backed",9.57157624717639e-06
"background",3.82863049887055e-05
"backgrounds",0
"backing",2.87147287415292e-05
"backs",2.87147287415292e-05
"backup",9.57157624717639e-06
"backwards",9.57157624717639e-06
"backyard",2.87147287415292e-05
"bacon",5.74294574830583e-05
"bacteria",9.57157624717639e-06
"bad",0.000593437727324936
"badass",0
"badge",9.57157624717639e-06
"badly",5.74294574830583e-05
"bag",0.000134002067460469
"bags",7.65726099774111e-05
"bail",2.87147287415292e-05
"bailey",0
"bailout",0
"bake",1.91431524943528e-05
"baked",3.82863049887055e-05
"baker",0
"bakery",1.91431524943528e-05
"baking",3.82863049887055e-05
"balance",0.00010528733871894
"balanced",1.91431524943528e-05
"ball",8.61441862245875e-05
"ballet",9.57157624717639e-06
"ballot",9.57157624717639e-06
"ballroom",0
"balls",3.82863049887055e-05
"baltimore",3.82863049887055e-05
"ban",2.87147287415292e-05
"banana",3.82863049887055e-05
"bananas",1.91431524943528e-05
"band",0.000162716796201999
"bands",9.57157624717639e-05
"bang",1.91431524943528e-05
"bank",0.00010528733871894
"banking",0
"bankruptcy",1.91431524943528e-05
"banks",3.82863049887055e-05
"banned",1.91431524943528e-05
"banner",2.87147287415292e-05
"baptist",9.57157624717639e-06
"bar",0.000201003101190704
"barack",2.87147287415292e-05
"barbara",9.57157624717639e-06
"bare",2.87147287415292e-05
"barely",7.65726099774111e-05
"bargain",9.57157624717639e-06
"bargaining",0
"barn",0
"barnes",1.91431524943528e-05
"barrel",2.87147287415292e-05
"barrett",0
"barrier",0
"barry",9.57157624717639e-06
"bars",8.61441862245875e-05
"base",9.57157624717639e-05
"baseball",0.00010528733871894
"based",0.000172288372449175
"basement",1.91431524943528e-05
"bases",1.91431524943528e-05
"basic",9.57157624717639e-05
"basically",9.57157624717639e-05
"basics",1.91431524943528e-05
"basil",2.87147287415292e-05
"basis",4.78578812358819e-05
"basket",2.87147287415292e-05
"basketball",9.57157624717639e-05
"bass",3.82863049887055e-05
"bat",4.78578812358819e-05
"batch",9.57157624717639e-06
"bath",5.74294574830583e-05
"bathroom",2.87147287415292e-05
"batman",0
"bats",9.57157624717639e-06
"batter",9.57157624717639e-06
"battery",3.82863049887055e-05
"batting",0
"battle",8.61441862245875e-05
"battles",9.57157624717639e-06
"battling",9.57157624717639e-06
"bay",0.00010528733871894
"bb",1.91431524943528e-05
"bbc",1.91431524943528e-05
"bbq",9.57157624717639e-06
"bc",0
"bd",9.57157624717639e-06
"be",0.00111030284467246
"beach",9.57157624717639e-05
"beaches",1.91431524943528e-05
"beads",0
"bean",3.82863049887055e-05
"beans",9.57157624717639e-05
"bear",7.65726099774111e-05
"beard",2.87147287415292e-05
"bearing",0
"bears",4.78578812358819e-05
"beast",1.91431524943528e-05
"beat",0.000162716796201999
"beaten",3.82863049887055e-05
"beating",3.82863049887055e-05
"beats",2.87147287415292e-05
"beautiful",0.00021057467743788
"beautifully",9.57157624717639e-06
"beauty",8.61441862245875e-05
"became",8.61441862245875e-05
"because",0.00199088785941269
"become",0.000315862016156821
"becomes",3.82863049887055e-05
"becoming",0.000114858914966117
"bed",0.000134002067460469
"bedroom",4.78578812358819e-05
"beds",0
"bee",1.91431524943528e-05
"beef",7.65726099774111e-05
"been",0.000574294574830583
"beer",0.000296718863662468
"beers",4.78578812358819e-05
"bees",9.57157624717639e-06
"before",0.00144530801332363
"began",7.65726099774111e-05
"begin",0.000114858914966117
"beginning",9.57157624717639e-05
"begins",6.70010337302347e-05
"begun",5.74294574830583e-05
"behalf",1.91431524943528e-05
"behavior",6.70010337302347e-05
"behind",0.000382863049887055
"beijing",1.91431524943528e-05
"being",0.00089972816723458
"beings",9.57157624717639e-06
"belgian",1.91431524943528e-05
"belief",6.70010337302347e-05
"beliefs",3.82863049887055e-05
"believe",0.000306290439909644
"believed",7.65726099774111e-05
"believes",3.82863049887055e-05
"believing",3.82863049887055e-05
"bell",3.82863049887055e-05
"bella",9.57157624717639e-06
"bells",2.87147287415292e-05
"belly",4.78578812358819e-05
"belong",5.74294574830583e-05
"belongs",1.91431524943528e-05
"beloved",3.82863049887055e-05
"below",8.61441862245875e-05
"belt",2.87147287415292e-05
"ben",5.74294574830583e-05
"bench",3.82863049887055e-05
"bend",4.78578812358819e-05
"beneath",9.57157624717639e-06
"benefit",8.61441862245875e-05
"benefits",5.74294574830583e-05
"benjamin",0
"bennett",0
"bent",1.91431524943528e-05
"berkeley",0
"berlin",9.57157624717639e-06
"berry",9.57157624717639e-06
"beside",9.57157624717639e-06
"besides",3.82863049887055e-05
"best",0.000459435659864466
"bet",7.65726099774111e-05
"beta",0
"beth",9.57157624717639e-06
"better",0.000813583981009993
"betty",9.57157624717639e-06
"between",0.000631724032313641
"beverly",9.57157624717639e-06
"beyond",0.000143573643707646
"bias",9.57157624717639e-06
"bible",1.91431524943528e-05
"biblical",1.91431524943528e-05
"bicycle",1.91431524943528e-05
"bid",1.91431524943528e-05
"bieber",9.57157624717639e-06
"big",0.000641295608560818
"bigger",0.000124430491213293
"biggest",5.74294574830583e-05
"bike",0.000114858914966117
"bikes",2.87147287415292e-05
"bill",0.000124430491213293
"billion",0.000124430491213293
"billions",0
"bills",5.74294574830583e-05
"billy",2.87147287415292e-05
"bin",3.82863049887055e-05
"bio",0
"biology",3.82863049887055e-05
"bird",4.78578812358819e-05
"birds",2.87147287415292e-05
"birth",0.000114858914966117
"birthday",9.57157624717639e-05
"biscuits",0
"bishop",1.91431524943528e-05
"bit",0.000114858914966117
"bitch",0
"bitches",0
"bite",4.78578812358819e-05
"bites",0
"bits",9.57157624717639e-06
"bitter",4.78578812358819e-05
"biz",0
"bizarre",2.87147287415292e-05
"black",0.000373291473639879
"blackberry",1.91431524943528e-05
"blacks",0
"blah",9.57157624717639e-06
"blair",0
"blake",1.91431524943528e-05
"blame",9.57157624717639e-05
"blamed",9.57157624717639e-06
"blank",2.87147287415292e-05
"blanket",1.91431524943528e-05
"blast",2.87147287415292e-05
"blazers",0
"bleeding",9.57157624717639e-06
"blend",3.82863049887055e-05
"blended",1.91431524943528e-05
"blender",9.57157624717639e-06
"bless",1.91431524943528e-05
"blessed",8.61441862245875e-05
"blessing",1.91431524943528e-05
"blessings",1.91431524943528e-05
"blew",5.74294574830583e-05
"blind",3.82863049887055e-05
"block",5.74294574830583e-05
"blocked",9.57157624717639e-06
"blocking",0
"blocks",2.87147287415292e-05
"blog",7.65726099774111e-05
"blogger",2.87147287415292e-05
"bloggers",0
"blogging",0
"blogs",1.91431524943528e-05
"blonde",9.57157624717639e-06
"blood",0.000162716796201999
"bloody",1.91431524943528e-05
"bloom",2.87147287415292e-05
"blossom",1.91431524943528e-05
"blow",6.70010337302347e-05
"blowing",1.91431524943528e-05
"blown",2.87147287415292e-05
"blows",0
"blue",0.000191431524943528
"blues",2.87147287415292e-05
"blunt",0
"blvd",0
"bo",0
"board",0.000162716796201999
"boards",9.57157624717639e-06
"boat",3.82863049887055e-05
"boats",9.57157624717639e-06
"bob",8.61441862245875e-05
"bobby",3.82863049887055e-05
"bodies",3.82863049887055e-05
"body",0.000201003101190704
"boil",1.91431524943528e-05
"bold",2.87147287415292e-05
"bomb",4.78578812358819e-05
"bombs",0
"bond",4.78578812358819e-05
"bonds",1.91431524943528e-05
"bone",2.87147287415292e-05
"bones",3.82863049887055e-05
"bonus",3.82863049887055e-05
"boo",0
"boobs",0
"book",0.000325433592403997
"booked",9.57157624717639e-06
"booker",0
"booking",1.91431524943528e-05
"books",0.000296718863662468
"boom",1.91431524943528e-05
"boost",1.91431524943528e-05
"boot",1.91431524943528e-05
"booth",1.91431524943528e-05
"boots",5.74294574830583e-05
"booze",1.91431524943528e-05
"border",2.87147287415292e-05
"borders",9.57157624717639e-06
"bored",2.87147287415292e-05
"boring",6.70010337302347e-05
"born",0.000114858914966117
"borrow",1.91431524943528e-05
"borrowing",0
"boss",5.74294574830583e-05
"boston",6.70010337302347e-05
"both",0.000612580879819289
"bother",4.78578812358819e-05
"bothered",2.87147287415292e-05
"bottle",8.61441862245875e-05
"bottles",8.61441862245875e-05
"bottom",5.74294574830583e-05
"bought",0.000191431524943528
"boulder",9.57157624717639e-06
"boulevard",9.57157624717639e-06
"bounce",1.91431524943528e-05
"bound",4.78578812358819e-05
"boundaries",9.57157624717639e-06
"bourbon",1.91431524943528e-05
"bout",0
"bow",2.87147287415292e-05
"bowl",9.57157624717639e-05
"bowling",2.87147287415292e-05
"bowls",9.57157624717639e-06
"box",6.70010337302347e-05
"boxes",9.57157624717639e-06
"boxing",0
"boy",0.000172288372449175
"boyfriend",5.74294574830583e-05
"boys",0.000220146253685057
"bra",0
"bracket",0
"brad",3.82863049887055e-05
"bradley",9.57157624717639e-06
"brady",9.57157624717639e-06
"brain",6.70010337302347e-05
"brains",3.82863049887055e-05
"branch",3.82863049887055e-05
"branches",9.57157624717639e-06
"brand",7.65726099774111e-05
"brandon",0
"brands",2.87147287415292e-05
"brass",1.91431524943528e-05
"brave",1.91431524943528e-05
"brazil",2.87147287415292e-05
"bread",8.61441862245875e-05
"break",0.00023928940617941
"breakdown",1.91431524943528e-05
"breakfast",0.000114858914966117
"breaking",7.65726099774111e-05
"breaks",3.82863049887055e-05
"breast",5.74294574830583e-05
"breath",5.74294574830583e-05
"breathe",5.74294574830583e-05
"breathing",0
"breeze",2.87147287415292e-05
"brett",0
"brew",1.91431524943528e-05
"brewer",9.57157624717639e-06
"brewers",1.91431524943528e-05
"brewery",9.57157624717639e-06
"brewing",1.91431524943528e-05
"brian",2.87147287415292e-05
"brick",2.87147287415292e-05
"bride",1.91431524943528e-05
"bridge",7.65726099774111e-05
"bridges",1.91431524943528e-05
"brief",2.87147287415292e-05
"briefly",1.91431524943528e-05
"bright",6.70010337302347e-05
"brilliant",4.78578812358819e-05
"bring",0.000277575711168115
"bringing",0.000143573643707646
"brings",6.70010337302347e-05
"britain",9.57157624717639e-06
"british",3.82863049887055e-05
"bro",0
"broad",5.74294574830583e-05
"broadcast",2.87147287415292e-05
"broader",1.91431524943528e-05
"broadway",6.70010337302347e-05
"broke",0.00010528733871894
"broken",0.000143573643707646
"broncos",9.57157624717639e-06
"brooklyn",4.78578812358819e-05
"brooks",2.87147287415292e-05
"bros",9.57157624717639e-06
"broth",0
"brother",0.000134002067460469
"brothers",9.57157624717639e-05
"brought",0.00021057467743788
"brown",0.000143573643707646
"browns",1.91431524943528e-05
"bruce",2.87147287415292e-05
"bruins",1.91431524943528e-05
"brunch",2.87147287415292e-05
"bruno",0
"brunswick",9.57157624717639e-06
"brush",2.87147287415292e-05
"brutal",1.91431524943528e-05
"bryan",9.57157624717639e-06
"bryant",9.57157624717639e-06
"bs",0
"bubble",2.87147287415292e-05
"buck",1.91431524943528e-05
"bucket",1.91431524943528e-05
"bucks",9.57157624717639e-06
"bud",1.91431524943528e-05
"buddies",0
"buddy",2.87147287415292e-05
"budget",9.57157624717639e-05
"budgets",0
"buds",9.57157624717639e-06
"buffalo",5.74294574830583e-05
"buffet",1.91431524943528e-05
"bug",0
"bugs",9.57157624717639e-06
"build",0.00010528733871894
"building",0.000248860982426586
"buildings",3.82863049887055e-05
"built",0.000124430491213293
"bulk",1.91431524943528e-05
"bull",5.74294574830583e-05
"bullet",2.87147287415292e-05
"bullpen",9.57157624717639e-06
"bulls",1.91431524943528e-05
"bully",1.91431524943528e-05
"bullying",1.91431524943528e-05
"bump",2.87147287415292e-05
"bumper",1.91431524943528e-05
"bunch",1.91431524943528e-05
"bunny",3.82863049887055e-05
"burden",9.57157624717639e-06
"bureau",9.57157624717639e-06
"burger",1.91431524943528e-05
"burgers",9.57157624717639e-06
"burglary",0
"buried",1.91431524943528e-05
"burn",5.74294574830583e-05
"burned",6.70010337302347e-05
"burning",5.74294574830583e-05
"burns",1.91431524943528e-05
"burnt",0
"burst",1.91431524943528e-05
"bus",0.000114858914966117
"buses",2.87147287415292e-05
"bush",2.87147287415292e-05
"business",0.000488150388605996
"businesses",6.70010337302347e-05
"businessman",9.57157624717639e-06
"bust",2.87147287415292e-05
"busy",0.000143573643707646
"but",0.00916957004479498
"butler",0
"butt",5.74294574830583e-05
"butter",0.00010528733871894
"butterflies",0
"butterfly",0
"button",3.82863049887055e-05
"buttons",9.57157624717639e-06
"buy",0.000229717829932233
"buyer",1.91431524943528e-05
"buyers",9.57157624717639e-06
"buying",0.000181859948696351
"buys",1.91431524943528e-05
"buzz",1.91431524943528e-05
"by",0.00590566254450783
"bye",9.57157624717639e-06
"c",0.000114858914966117
"ca",1.91431524943528e-05
"cab",1.91431524943528e-05
"cabbage",1.91431524943528e-05
"cabin",2.87147287415292e-05
"cabinet",2.87147287415292e-05
"cable",4.78578812358819e-05
