"keys","vals"
"border",0.0140845070422535
"borders",0.00742574257425743
"bored",0.0120578778135048
"boring",0.00319148936170213
"born",0.0160098522167488
"borrow",0.0197368421052632
"borrowing",0.0113636363636364
"boss",0.0222222222222222
"boston",0.0187074829931973
"both",0.0157486305538649
"bother",0.0199115044247788
"bothered",0.0277777777777778
"bottle",0.0177165354330709
"bottles",0.0193298969072165
"bottom",0.0123626373626374
"bought",0.0164516129032258
"boulder",0.0111940298507463
"boulevard",0.00657894736842105
"bounce",0.0111940298507463
"bound",0.0220588235294118
"boundaries",0.0105633802816901
"bourbon",0.0272727272727273
"bout",0.00162689804772234
"bow",0.0202702702702703
"bowl",0.0172910662824208
"bowling",0.00833333333333333
"bowls",0.0127118644067797
"box",0.0196506550218341
"boxes",0.0167597765363128
"boxing",0.01171875
"boy",0.0225072604065828
"boyfriend",0.010806916426513
"boys",0.0200222469410456
"bra",0.0125
"bracket",0.0129310344827586
"brad",0.0114503816793893
"bradley",0.0120967741935484
"brady",0.00728155339805825
"brain",0.0279503105590062
"brains",0.0151515151515152
"branch",0.0228658536585366
"branches",0.00842696629213483
"brand",0.0189075630252101
"brandon",0.00487012987012987
"brands",0.0284090909090909
"brass",0.0127118644067797
"brave",0.0285714285714286
"brazil",0.0125
"bread",0.0177165354330709
"break",0.0259538598047915
"breakdown",0.0136363636363636
"breakfast",0.024
"breaking",0.0228658536585366
"breaks",0.0320855614973262
"breast",0.00407608695652174
"breath",0.014218009478673
"breathe",0.017175572519084
"breathing",0.00652173913043478
"breeze",0.00892857142857143
"brett",0.0138888888888889
"brew",0.015
"brewer",0.0164835164835165
"brewers",0.00688073394495413
"brewery",0.0218978102189781
"brewing",0.0174418604651163
"brian",0.00703125
"brick",0.0136363636363636
"bride",0.0217391304347826
"bridge",0.0240274599542334
"bridges",0.00815217391304348
"brief",0.00436046511627907
"briefly",0.00707547169811321
"bright",0.0251937984496124
"brilliant",0.013953488372093
"bring",0.016887417218543
"bringing",0.029840848806366
"brings",0.0225409836065574
"britain",0.012
"british",0.0113924050632911
"bro",0.00146771037181996
"broad",0.00487012987012987
"broadcast",0.0234375
"broader",0.0107142857142857
"broadway",0.00493421052631579
"broke",0.0226744186046512
"broken",0.0296703296703297
"broncos",0.00474683544303797
"brooklyn",0.0179425837320574
"brooks",0.0078125
"bros",0.0125
"broth",0.00986842105263158
"brother",0.0183423913043478
"brothers",0.0213178294573643
"brought",0.0207581227436823
"brown",0.0152329749103943
"browns",0.00561797752808989
"bruce",0.0130813953488372
"bruins",0.0133928571428571
"brunch",0.012
"bruno",0.0107142857142857
"brunswick",0.0107142857142857
"brush",0.0104166666666667
"brutal",0.00925925925925926
"bryan",0.00852272727272727
"bryant",0.00862068965517241
"bs",0.00914634146341463
"bubble",0.0145631067961165
"buck",0.0168539325842697
"bucket",0.0222772277227723
"bucks",0.0106382978723404
"bud",0.00681818181818182
"buddies",0.0131578947368421
"buddy",0.00588235294117647
"budget",0.0143198090692124
"budgets",0.0214285714285714
"buds",0.0267857142857143
"buffalo",0.0185950413223141
"buffet",0.0136363636363636
"bug",0.00882352941176471
"bugs",0.0357142857142857
"build",0.0227272727272727
"building",0.0201998262380539
"buildings",0.00786713286713287
"built",0.0200764818355641
"bulk",0.00852272727272727
"bull",0.0112781954887218
"bullet",0.0208333333333333
"bullpen",0.01
"bulls",0.00819672131147541
"bully",0.0192307692307692
"bullying",0.00714285714285714
